,Country,Year,Population,Area (Km2),Total CO2 Emission including LUCF (Mt),Total CO2 Emission excluding LUCF (Mt),Other Fuel Combustion (Mt),Land-Use Change and Forestry (Mt),Industrial Processes (Mt),Fugitive Emissions (Mt),Sub-Region_Eastern Africa,Sub-Region_Middle Africa,Sub-Region_Northern Africa,Sub-Region_Southern Africa,Sub-Region_Western Africa
731,34,2017,28569441,801590,66.33,7.16,0.11,52.83,0.91,0.02,1.0,0.0,0.0,0.0,0.0
732,34,2018,29423878,801590,65.75,6.88,0.0,52.83,0.93,0.01,1.0,0.0,0.0,0.0,0.0
733,34,2019,30285595,801590,66.94999999999999,7.53,0.03,52.83,1.05,0.01,1.0,0.0,0.0,0.0,0.0
734,34,2020,31178239,801590,65.7,6.95,0.03,52.83,1.09,0.01,1.0,0.0,0.0,0.0,0.0
735,35,2000,1819141,825615,14.58,1.94,0.61,10.56,0.0,0.0,0.0,0.0,0.0,1.0,0.0
736,35,2001,1856402,825615,15.530000000000001,2.46,0.82,10.56,0.0,0.0,0.0,0.0,0.0,1.0,0.0
737,35,2002,1888525,825615,14.87,2.13,0.71,10.56,0.0,0.0,0.0,0.0,0.0,1.0,0.0
738,35,2003,1915425,825615,15.18,2.27,0.76,10.56,0.0,0.0,0.0,0.0,0.0,1.0,0.0
739,35,2004,1939406,825615,15.370000000000001,2.38,0.8,10.56,0.0,0.0,0.0,0.0,0.0,1.0,0.0
740,35,2005,1962865,825615,15.639999999999997,2.53,0.71,10.56,0.0,0.0,0.0,0.0,0.0,1.0,0.0
741,35,2006,1986558,825615,15.62,2.49,0.73,10.56,0.0,0.0,0.0,0.0,0.0,1.0,0.0
742,35,2007,2011492,825615,15.73,2.55,0.75,10.56,0.0,0.0,0.0,0.0,0.0,1.0,0.0
743,35,2008,2038552,825615,16.519999999999996,2.93,0.93,10.56,0.0,0.0,0.0,0.0,0.0,1.0,0.0
744,35,2009,2067919,825615,16.66,3.0,0.97,10.56,0.0,0.0,0.0,0.0,0.0,1.0,0.0
745,35,2010,2099271,825615,16.850000000000005,3.1,1.05,10.56,0.0,0.0,0.0,0.0,0.0,1.0,0.0
746,35,2011,2132340,825615,17.12,3.3,1.08,10.56,0.15,0.0,0.0,0.0,0.0,1.0,0.0
747,35,2012,2167470,825615,17.450000000000003,3.51,1.15,10.56,0.22,0.0,0.0,0.0,0.0,1.0,0.0
748,35,2013,2204510,825615,17.92,3.76,1.26,10.56,0.27,0.0,0.0,0.0,0.0,1.0,0.0
749,35,2014,2243001,825615,18.230000000000004,3.93,1.34,10.56,0.3,0.0,0.0,0.0,0.0,1.0,0.0
750,35,2015,2282704,825615,18.610000000000003,4.14,1.39,10.56,0.33,0.0,0.0,0.0,0.0,1.0,0.0
751,35,2016,2323352,825615,18.7,4.15,1.43,10.56,0.26,0.0,0.0,0.0,0.0,1.0,0.0
752,35,2017,2364534,825615,18.720000000000002,4.22,1.38,10.56,0.41,0.0,0.0,0.0,0.0,1.0,0.0
753,35,2018,2405680,825615,18.740000000000006,4.28,1.39,10.56,0.48,0.0,0.0,0.0,0.0,1.0,0.0
754,35,2019,2446644,825615,18.790000000000003,4.32,1.37,10.56,0.52,0.0,0.0,0.0,0.0,1.0,0.0
755,35,2020,2489098,825615,18.03,3.95,1.25,10.56,0.47,0.0,0.0,0.0,0.0,1.0,0.0
756,36,2000,11622665,1267000,7.0200000000000005,0.66,0.0,5.67,0.01,0.0,0.0,0.0,0.0,0.0,1.0
757,36,2001,12031430,1267000,2.5699999999999994,0.66,0.0,1.23,0.01,0.0,0.0,0.0,0.0,0.0,1.0
758,36,2002,12456517,1267000,2.619999999999999,0.69,0.0,1.23,0.01,0.0,0.0,0.0,0.0,0.0,1.0
759,36,2003,12900790,1267000,2.75,0.75,0.0,1.23,0.01,0.0,0.0,0.0,0.0,0.0,1.0
760,36,2004,13366885,1267000,2.8,0.78,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,1.0
761,36,2005,13855221,1267000,2.76,0.74,0.0,1.23,0.01,0.0,0.0,0.0,0.0,0.0,1.0
762,36,2006,14365168,1267000,2.7399999999999998,0.74,0.0,1.23,0.01,0.0,0.0,0.0,0.0,0.0,1.0
763,36,2007,14897873,1267000,2.8800000000000003,0.81,0.0,1.23,0.01,0.0,0.0,0.0,0.0,0.0,1.0
764,36,2008,15455175,1267000,2.97,0.85,0.0,1.23,0.01,0.0,0.0,0.0,0.0,0.0,1.0
765,36,2009,16037915,1267000,3.4200000000000004,1.08,0.0,1.23,0.01,0.0,0.0,0.0,0.0,0.0,1.0
766,36,2010,16647543,1267000,3.9900000000000007,1.36,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,1.0
767,36,2011,17283112,1267000,4.04,1.4,0.0,1.23,0.02,0.0,0.0,0.0,0.0,0.0,1.0
768,36,2012,17954407,1267000,5.029999999999999,1.89,0.0,1.23,0.02,0.0,0.0,0.0,0.0,0.0,1.0
769,36,2013,18653199,1267000,5.25,1.98,0.0,1.23,0.02,0.18,0.0,0.0,0.0,0.0,1.0
770,36,2014,19372014,1267000,5.62,2.16,0.0,1.23,0.02,0.17,0.0,0.0,0.0,0.0,1.0
771,36,2015,20128124,1267000,5.55,2.11,0.0,1.23,0.02,0.1,0.0,0.0,0.0,0.0,1.0
772,36,2016,20921743,1267000,5.56,2.1,0.0,1.24,0.02,0.09,0.0,0.0,0.0,0.0,1.0
773,36,2017,21737922,1267000,5.1499999999999995,1.9,0.0,1.24,0.02,0.07,0.0,0.0,0.0,0.0,1.0
774,36,2018,22577058,1267000,5.26,1.96,0.0,1.24,0.03,0.06,0.0,0.0,0.0,0.0,1.0
775,36,2019,23443393,1267000,5.659999999999999,2.16,0.0,1.24,0.03,0.06,0.0,0.0,0.0,0.0,1.0
776,36,2020,24333639,1267000,5.6899999999999995,2.2,0.0,1.24,0.03,0.06,0.0,0.0,0.0,0.0,1.0
777,37,2000,122851984,923768,241.20000000000002,97.22,1.17,45.99,1.01,52.49,0.0,0.0,0.0,0.0,1.0
778,37,2001,126152678,923768,250.70000000000002,101.95,0.69,45.99,0.97,51.77,0.0,0.0,0.0,0.0,1.0
779,37,2002,129583026,923768,231.24,92.24,0.59,45.99,0.84,40.57,0.0,0.0,0.0,0.0,1.0
780,37,2003,133119801,923768,248.88000000000002,100.99,0.64,45.99,0.92,46.02,0.0,0.0,0.0,0.0,1.0
781,37,2004,136756848,923768,244.47,98.72,0.77,45.99,0.92,43.7,0.0,0.0,0.0,0.0,1.0
782,37,2005,140490722,923768,244.37,98.72,2.28,45.99,1.07,41.04,0.0,0.0,0.0,0.0,1.0
783,37,2006,144329764,923768,224.19000000000003,88.77,3.35,45.99,1.3,35.98,0.0,0.0,0.0,0.0,1.0
784,37,2007,148294028,923768,208.38,81.12,3.32,45.99,1.82,31.39,0.0,0.0,0.0,0.0,1.0
785,37,2008,152382506,923768,219.77999999999997,86.93,2.73,45.99,3.85,29.98,0.0,0.0,0.0,0.0,1.0
786,37,2009,156595758,923768,199.22999999999996,76.95,1.18,45.99,3.85,28.74,0.0,0.0,0.0,0.0,1.0
787,37,2010,160952853,923768,224.72,90.06,4.0,45.99,3.86,29.3,0.0,0.0,0.0,0.0,1.0
788,37,2011,165463745,923768,233.86999999999998,95.0,3.29,45.99,4.59,23.94,0.0,0.0,0.0,0.0,1.0
789,37,2012,170075932,923768,233.11999999999998,95.34,4.18,45.99,6.12,18.58,0.0,0.0,0.0,0.0,1.0
790,37,2013,174726123,923768,256.7,108.12,5.31,45.99,7.79,18.04,0.0,0.0,0.0,0.0,1.0
791,37,2014,179379016,923768,270.03,114.82,6.5,45.99,7.75,16.26,0.0,0.0,0.0,0.0,1.0
792,37,2015,183995785,923768,255.62000000000003,107.75,5.28,45.99,8.14,14.79,0.0,0.0,0.0,0.0,1.0
793,37,2016,188666931,923768,261.44,110.82,0.77,45.99,8.53,14.11,0.0,0.0,0.0,0.0,1.0
794,37,2017,193495907,923768,258.2,108.48,0.84,45.99,7.36,14.77,0.0,0.0,0.0,0.0,1.0
795,37,2018,198387623,923768,267.8500000000001,113.63,0.54,45.99,8.53,14.36,0.0,0.0,0.0,0.0,1.0
796,37,2019,203304492,923768,278.71000000000004,119.54,0.55,45.99,8.91,15.12,0.0,0.0,0.0,0.0,1.0
797,37,2020,208327405,923768,261.89,111.98,0.54,45.99,9.96,13.9,0.0,0.0,0.0,0.0,1.0
798,38,2000,3134030,342000,17.159999999999997,4.35,0.0,8.39,0.01,3.84,0.0,1.0,0.0,0.0,0.0
799,38,2001,3254101,342000,16.87,4.24,0.0,8.28,0.0,3.61,0.0,1.0,0.0,0.0,0.0
800,38,2002,3331158,342000,13.899999999999999,2.76,0.0,8.29,0.0,2.25,0.0,1.0,0.0,0.0,0.0
801,38,2003,3424653,342000,14.809999999999999,3.22,0.0,8.26,0.0,2.47,0.0,1.0,0.0,0.0,0.0
802,38,2004,3543012,342000,15.369999999999997,3.51,0.0,8.26,0.0,2.73,0.0,1.0,0.0,0.0,0.0
803,38,2005,3672839,342000,16.979999999999997,4.31,0.0,8.28,0.04,3.43,0.0,1.0,0.0,0.0,0.0
804,38,2006,3813323,342000,17.93,4.78,0.0,8.3,0.04,3.72,0.0,1.0,0.0,0.0,0.0
805,38,2007,3956329,342000,16.779999999999998,4.15,0.0,8.28,0.04,3.02,0.0,1.0,0.0,0.0,0.0
806,38,2008,4089602,342000,17.3,4.36,0.0,8.33,0.04,2.95,0.0,1.0,0.0,0.0,0.0
807,38,2009,4257230,342000,18.13,4.84,0.0,8.33,0.04,3.23,0.0,1.0,0.0,0.0,0.0
808,38,2010,4437884,342000,19.3,5.42,0.0,8.35,0.03,3.56,0.0,1.0,0.0,0.0,0.0
809,38,2011,4584216,342000,19.34,5.38,0.0,8.43,0.03,3.26,0.0,1.0,0.0,0.0,0.0
810,38,2012,4713257,342000,19.23,5.26,0.0,8.63,0.06,2.97,0.0,1.0,0.0,0.0,0.0
811,38,2013,4828066,342000,19.330000000000002,5.31,0.0,8.67,0.1,2.69,0.0,1.0,0.0,0.0,0.0
812,38,2014,4944861,342000,19.04,5.18,0.0,8.73,0.18,2.38,0.0,1.0,0.0,0.0,0.0
813,38,2015,5064386,342000,19.92,5.66,0.0,8.73,0.27,2.22,0.0,1.0,0.0,0.0,0.0
814,38,2016,5186824,342000,20.4,5.5,0.0,9.64,0.37,2.15,0.0,1.0,0.0,0.0,0.0
815,38,2017,5312340,342000,20.16,5.41,0.0,9.65,0.41,2.15,0.0,1.0,0.0,0.0,0.0
816,38,2018,5441062,342000,21.959999999999997,6.22,0.0,9.69,0.27,2.98,0.0,1.0,0.0,0.0,0.0
817,38,2019,5570733,342000,23.54,7.01,0.0,9.72,0.28,3.15,0.0,1.0,0.0,0.0,0.0
818,38,2020,5702174,342000,23.85,7.15,0.0,9.68,0.23,3.38,0.0,1.0,0.0,0.0,0.0
819,39,2000,8109989,26338,3.8399999999999994,0.66,0.02,2.49,0.03,0.0,1.0,0.0,0.0,0.0,0.0
820,39,2001,8223941,26338,3.66,0.67,0.02,2.27,0.04,0.0,1.0,0.0,0.0,0.0,0.0
821,39,2002,8372306,26338,3.88,0.8,0.02,2.26,0.04,0.0,1.0,0.0,0.0,0.0,0.0
822,39,2003,8567992,26338,3.64,0.68,0.02,2.26,0.04,0.0,1.0,0.0,0.0,0.0,0.0
823,39,2004,8791853,26338,3.61,0.66,0.02,2.26,0.04,0.0,1.0,0.0,0.0,0.0,0.0
824,39,2005,9026299,26338,3.7100000000000004,0.72,0.02,2.26,0.04,0.0,1.0,0.0,0.0,0.0,0.0
825,39,2006,9270066,26338,3.7299999999999995,0.72,0.02,2.26,0.04,0.0,1.0,0.0,0.0,0.0,0.0
826,39,2007,9523168,26338,3.6300000000000003,0.65,0.02,2.27,0.04,0.0,1.0,0.0,0.0,0.0,0.0
827,39,2008,9781996,26338,3.62,0.65,0.02,2.27,0.04,0.0,1.0,0.0,0.0,0.0,0.0
828,39,2009,10043737,26338,3.67,0.67,0.02,2.27,0.03,0.0,1.0,0.0,0.0,0.0,0.0
829,39,2010,10309031,26338,3.7199999999999993,0.7,0.02,2.26,0.03,0.0,1.0,0.0,0.0,0.0,0.0
830,39,2011,10576932,26338,2.9,0.74,0.02,1.37,0.03,0.0,1.0,0.0,0.0,0.0,0.0
831,39,2012,10840334,26338,3.0700000000000003,0.81,0.02,1.37,0.03,0.0,1.0,0.0,0.0,0.0,0.0
832,39,2013,11101350,26338,3.25,0.9,0.02,1.37,0.03,0.0,1.0,0.0,0.0,0.0,0.0
833,39,2014,11368451,26338,3.3,0.92,0.02,1.37,0.04,0.0,1.0,0.0,0.0,0.0,0.0
834,39,2015,11642959,26338,3.5900000000000003,1.08,0.01,1.37,0.07,0.0,1.0,0.0,0.0,0.0,0.0
835,39,2016,11930899,26338,3.61,1.15,0.01,1.28,0.11,0.0,1.0,0.0,0.0,0.0,0.0
836,39,2017,12230339,26338,3.81,1.26,0.01,1.27,0.13,0.0,1.0,0.0,0.0,0.0,0.0
837,39,2018,12531808,26338,4.1,1.4,0.01,1.27,0.13,0.0,1.0,0.0,0.0,0.0,0.0
838,39,2019,12835028,26338,4.18,1.45,0.01,1.26,0.15,0.0,1.0,0.0,0.0,0.0,0.0
839,39,2020,13146362,26338,3.97,1.38,0.01,1.26,0.15,0.0,1.0,0.0,0.0,0.0,0.0
841,40,2001,146258,964,0.12000000000000001,0.05,0.0,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0
842,40,2002,149841,964,0.15,0.06,0.0,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0
843,40,2003,153762,964,0.16,0.07,0.0,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0
844,40,2004,157697,964,0.17,0.07,0.0,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0
845,40,2005,161680,964,0.19,0.08,0.0,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0
846,40,2006,165725,964,0.19,0.08,0.0,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0
847,40,2007,169845,964,0.19,0.08,0.0,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0
848,40,2008,174004,964,0.22,0.09,0.0,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0
849,40,2009,178128,964,0.23,0.09,0.0,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0
850,40,2010,182138,964,0.24000000000000002,0.1,0.0,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0
851,40,2011,186044,964,0.45999999999999996,0.1,0.0,0.22,0.0,0.0,0.0,1.0,0.0,0.0,0.0
852,40,2012,189924,964,0.49,0.12,0.0,0.22,0.0,0.0,0.0,1.0,0.0,0.0,0.0
853,40,2013,193757,964,0.49,0.12,0.0,0.22,0.0,0.0,0.0,1.0,0.0,0.0,0.0
854,40,2014,197497,964,0.49,0.12,0.0,0.22,0.0,0.0,0.0,1.0,0.0,0.0,0.0
855,40,2015,201124,964,0.49,0.12,0.0,0.22,0.0,0.0,0.0,1.0,0.0,0.0,0.0
856,40,2016,204632,964,0.5,0.13,0.0,0.22,0.0,0.0,0.0,1.0,0.0,0.0,0.0
857,40,2017,208036,964,0.52,0.13,0.0,0.22,0.0,0.0,0.0,1.0,0.0,0.0,0.0
858,40,2018,211344,964,0.53,0.14,0.0,0.22,0.0,0.0,0.0,1.0,0.0,0.0,0.0
859,40,2019,214599,964,0.53,0.14,0.0,0.22,0.0,0.0,0.0,1.0,0.0,0.0,0.0
860,40,2020,218641,964,0.53,0.14,0.0,0.22,0.0,0.0,0.0,1.0,0.0,0.0,0.0
861,41,2000,9704287,196722,13.53,4.06,0.0,4.89,0.54,0.0,0.0,0.0,0.0,0.0,1.0
862,41,2001,9938027,196722,15.56,4.46,0.0,6.37,0.62,0.0,0.0,0.0,0.0,0.0,1.0
863,41,2002,10180950,196722,15.610000000000001,4.58,0.0,6.37,0.66,0.0,0.0,0.0,0.0,0.0,1.0
864,41,2003,10434504,196722,15.610000000000001,4.49,0.0,6.37,0.68,0.0,0.0,0.0,0.0,0.0,1.0
865,41,2004,10698691,196722,17.220000000000002,5.39,0.0,6.37,0.95,0.0,0.0,0.0,0.0,0.0,1.0
866,41,2005,10974057,196722,17.770000000000003,5.67,0.0,6.37,1.04,0.0,0.0,0.0,0.0,0.0,1.0
867,41,2006,11263387,196722,17.420000000000005,5.57,0.0,6.37,1.13,0.0,0.0,0.0,0.0,0.0,1.0
868,41,2007,11563869,196722,18.810000000000006,6.2,0.0,6.37,1.22,0.0,0.0,0.0,0.0,0.0,1.0
869,41,2008,11872929,196722,19.290000000000003,6.44,0.0,6.37,1.19,0.0,0.0,0.0,0.0,0.0,1.0
870,41,2009,12195029,196722,19.249999999999996,6.67,0.0,6.37,1.28,0.0,0.0,0.0,0.0,0.0,1.0
871,41,2010,12530121,196722,19.75,7.03,0.03,6.37,1.57,0.0,0.0,0.0,0.0,0.0,1.0
872,41,2011,12875880,196722,18.740000000000002,7.57,0.03,4.47,1.79,0.0,0.0,0.0,0.0,0.0,1.0
873,41,2012,13231833,196722,18.430000000000003,7.45,0.03,4.47,1.79,0.0,0.0,0.0,0.0,0.0,1.0
874,41,2013,13595566,196722,19.47,8.01,0.03,4.47,2.02,0.0,0.0,0.0,0.0,0.0,1.0
875,41,2014,13970308,196722,20.619999999999997,8.57,0.03,4.47,1.9,0.0,0.0,0.0,0.0,0.0,1.0
876,41,2015,14356181,196722,22.509999999999998,9.29,0.03,4.47,1.79,0.0,0.0,0.0,0.0,0.0,1.0
877,41,2016,14751356,196722,23.71,10.13,0.03,4.33,2.0,0.0,0.0,0.0,0.0,0.0,1.0
878,41,2017,15157793,196722,22.51,9.8,0.0,4.33,2.01,0.0,0.0,0.0,0.0,0.0,1.0
879,41,2018,15574909,196722,23.87,10.18,0.0,4.33,2.1,0.0,0.0,0.0,0.0,0.0,1.0
880,41,2019,16000781,196722,27.52,12.3,0.0,4.33,2.63,0.0,0.0,0.0,0.0,0.0,1.0
881,41,2020,16436120,196722,24.18,10.68,0.0,4.33,2.71,0.0,0.0,0.0,0.0,0.0,1.0
882,42,2000,81131,452,1.19,0.29,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
883,42,2001,81202,452,1.29,0.32,0.06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
884,42,2002,83723,452,1.21,0.35,0.06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
885,42,2003,82781,452,1.2000000000000002,0.34,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
886,42,2004,82475,452,1.58,0.38,0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
887,42,2005,82858,452,1.47,0.38,0.03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
888,42,2006,84600,452,1.55,0.39,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
889,42,2007,85033,452,1.36,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
890,42,2008,86956,452,1.46,0.42,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
891,42,2009,87298,452,1.5000000000000002,0.45,0.03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
892,42,2010,89770,452,1.47,0.44,0.08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
893,42,2011,87441,452,1.3800000000000001,0.41,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
894,42,2012,88303,452,1.45,0.42,0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
895,42,2013,89949,452,1.39,0.41,0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
896,42,2014,91359,452,1.49,0.46,0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
897,42,2015,93419,452,1.6,0.5,0.06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
898,42,2016,94677,452,1.75,0.57,0.09,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
899,42,2017,95843,452,1.8200000000000003,0.57,0.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
900,42,2018,96762,452,1.74,0.6,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
901,42,2019,97625,452,1.68,0.6,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
902,42,2020,98462,452,1.68,0.6,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
903,43,2000,4584067,71740,4.050000000000001,0.33,0.0,3.35,0.0,0.0,0.0,0.0,0.0,0.0,1.0
904,43,2001,4857096,71740,4.26,0.44,0.0,3.35,0.0,0.0,0.0,0.0,0.0,0.0,1.0
905,43,2002,5140113,71740,4.38,0.5,0.0,3.35,0.0,0.0,0.0,0.0,0.0,0.0,1.0
906,43,2003,5350907,71740,4.48,0.55,0.0,3.35,0.0,0.0,0.0,0.0,0.0,0.0,1.0
907,43,2004,5533329,71740,4.46,0.53,0.0,3.35,0.0,0.0,0.0,0.0,0.0,0.0,1.0
908,43,2005,5683334,71740,4.289999999999999,0.45,0.0,3.35,0.0,0.0,0.0,0.0,0.0,0.0,1.0
909,43,2006,5809774,71740,4.57,0.59,0.0,3.35,0.0,0.0,0.0,0.0,0.0,0.0,1.0
910,43,2007,5939163,71740,4.39,0.5,0.12,3.35,0.0,0.0,0.0,0.0,0.0,0.0,1.0
911,43,2008,6090860,71740,4.420000000000001,0.52,0.17,3.35,0.0,0.0,0.0,0.0,0.0,0.0,1.0
912,43,2009,6259842,71740,4.43,0.52,0.13,3.35,0.0,0.0,0.0,0.0,0.0,0.0,1.0
913,43,2010,6436698,71740,4.5200000000000005,0.56,0.12,3.35,0.0,0.0,0.0,0.0,0.0,0.0,1.0
914,43,2011,6612385,71740,4.859999999999999,0.73,0.25,3.35,0.0,0.0,0.0,0.0,0.0,0.0,1.0
915,43,2012,6788587,71740,5.089999999999999,0.85,0.32,3.35,0.0,0.0,0.0,0.0,0.0,0.0,1.0
916,43,2013,6964859,71740,5.45,1.03,0.38,3.35,0.0,0.0,0.0,0.0,0.0,0.0,1.0
917,43,2014,7140688,71740,5.669999999999999,1.14,0.4,3.35,0.0,0.0,0.0,0.0,0.0,0.0,1.0
918,43,2015,7314773,71740,5.549999999999999,1.08,0.24,3.35,0.0,0.0,0.0,0.0,0.0,0.0,1.0
919,43,2016,7493913,71740,5.689999999999999,1.17,0.29,3.35,0.0,0.0,0.0,0.0,0.0,0.0,1.0
920,43,2017,7677565,71740,5.640000000000001,1.12,0.41,3.35,0.0,0.0,0.0,0.0,0.0,0.0,1.0
921,43,2018,7861281,71740,5.449999999999999,1.04,0.25,3.35,0.0,0.0,0.0,0.0,0.0,0.0,1.0
922,43,2019,8046828,71740,5.449999999999999,1.04,0.31,3.35,0.0,0.0,0.0,0.0,0.0,0.0,1.0
923,43,2020,8233970,71740,5.449999999999999,1.05,0.31,3.35,0.0,0.0,0.0,0.0,0.0,0.0,1.0
924,44,2000,46813266,1221037,583.09,284.46,3.67,6.43,3.67,0.26,0.0,0.0,0.0,1.0,0.0
925,44,2001,47229714,1221037,655.0499999999998,320.39,3.83,6.46,3.64,0.27,0.0,0.0,0.0,1.0,0.0
926,44,2002,47661514,1221037,675.46,331.27,3.9,6.48,4.21,0.23,0.0,0.0,0.0,1.0,0.0
927,44,2003,48104048,1221037,719.14,353.03,3.92,6.51,4.46,0.31,0.0,0.0,0.0,1.0,0.0
928,44,2004,48556071,1221037,771.9499999999999,379.94,3.87,6.51,4.34,0.3,0.0,0.0,0.0,1.0,0.0
929,44,2005,49017147,1221037,767.51,377.64,3.58,6.51,5.07,0.28,0.0,0.0,0.0,1.0,0.0
930,44,2006,49491756,1221037,771.2199999999999,379.74,4.14,6.51,5.33,0.23,0.0,0.0,0.0,1.0,0.0
931,44,2007,49996094,1221037,806.2800000000001,397.16,4.46,6.51,5.49,0.17,0.0,0.0,0.0,1.0,0.0
932,44,2008,50565812,1221037,867.92,427.11,4.83,6.52,5.34,0.18,0.0,0.0,0.0,1.0,0.0
933,44,2009,51170779,1221037,821.04,404.35,4.76,6.52,5.57,0.18,0.0,0.0,0.0,1.0,0.0
934,44,2010,51784921,1221037,866.6500000000001,425.55,5.95,6.52,5.05,0.2,0.0,0.0,0.0,1.0,0.0
935,44,2011,52443325,1221037,835.2599999999999,409.48,7.83,6.41,4.64,0.14,0.0,0.0,0.0,1.0,0.0
936,44,2012,53145033,1221037,870.4000000000001,427.0,8.29,6.41,4.63,0.08,0.0,0.0,0.0,1.0,0.0
937,44,2013,53873616,1221037,890.65,437.26,8.13,6.41,4.89,0.05,0.0,0.0,0.0,1.0,0.0
938,44,2014,54729551,1221037,912.74,448.3,8.04,6.41,4.91,0.06,0.0,0.0,0.0,1.0,0.0
939,44,2015,55876504,1221037,865.9099999999999,425.06,7.99,6.41,5.42,0.05,0.0,0.0,0.0,1.0,0.0
940,44,2016,56422274,1221037,865.5400000000002,425.68,7.26,6.68,5.69,0.04,0.0,0.0,0.0,1.0,0.0
941,44,2017,56641209,1221037,885.3100000000001,435.21,8.68,6.68,5.48,0.03,0.0,0.0,0.0,1.0,0.0
942,44,2018,57339635,1221037,893.35,439.64,7.78,6.68,5.47,0.06,0.0,0.0,0.0,1.0,0.0
943,44,2019,58087055,1221037,907.3100000000002,446.63,7.16,6.67,5.45,0.06,0.0,0.0,0.0,1.0,0.0
944,44,2020,58801927,1221037,798.02,393.24,6.48,6.67,5.07,0.06,0.0,0.0,0.0,1.0,0.0
945,45,2000,26298773,1886068,33.190000000000005,5.69,0.71,21.51,0.06,0.14,0.0,0.0,1.0,0.0,0.0
946,45,2001,26947253,1886068,34.660000000000004,6.25,0.42,21.82,0.08,0.16,0.0,0.0,1.0,0.0,0.0
947,45,2002,27570318,1886068,37.57,7.71,0.65,21.81,0.08,0.17,0.0,0.0,1.0,0.0,0.0
948,45,2003,28188977,1886068,37.959999999999994,7.93,0.68,21.8,0.11,0.18,0.0,0.0,1.0,0.0,0.0
949,45,2004,28831550,1886068,39.71,8.83,0.87,21.79,0.12,0.32,0.0,0.0,1.0,0.0,0.0
950,45,2005,29540577,1886068,43.01999999999999,10.5,0.88,21.79,0.13,0.44,0.0,0.0,1.0,0.0,0.0
951,45,2006,30332968,1886068,47.809999999999995,12.9,0.99,21.79,0.08,0.46,0.0,0.0,1.0,0.0,0.0
952,45,2007,31191163,1886068,49.900000000000006,13.97,1.03,21.79,0.13,0.54,0.0,0.0,1.0,0.0,0.0
953,45,2008,32065241,1886068,52.050000000000004,14.96,0.71,21.78,0.1,0.44,0.0,0.0,1.0,0.0,0.0
954,45,2009,32948155,1886068,53.03000000000001,15.49,0.57,21.79,0.24,0.5,0.0,0.0,1.0,0.0,0.0
955,45,2010,33739933,1886068,54.47,16.43,0.71,21.79,0.75,0.55,0.0,0.0,1.0,0.0,0.0
956,45,2011,34419624,1886068,52.56,15.94,0.21,21.18,1.15,0.57,0.0,0.0,1.0,0.0,0.0
957,45,2012,35159792,1886068,52.470000000000006,15.81,0.37,21.52,1.34,0.59,0.0,0.0,1.0,0.0,0.0
958,45,2013,35990704,1886068,52.289999999999985,15.85,0.4,21.52,1.38,0.73,0.0,0.0,1.0,0.0,0.0
959,45,2014,37003245,1886068,53.88000000000001,16.66,0.4,21.52,1.35,0.78,0.0,0.0,1.0,0.0,0.0
960,45,2015,38171178,1886068,59.17,19.26,0.42,21.52,1.44,0.92,0.0,0.0,1.0,0.0,0.0
961,45,2016,39377169,1886068,63.10000000000001,21.5,0.45,21.0,1.56,0.66,0.0,0.0,1.0,0.0,0.0
962,45,2017,40679828,1886068,63.32,21.58,0.44,21.0,1.56,0.63,0.0,0.0,1.0,0.0,0.0
